uv_power_mw_cm2,exposure_seconds,dose_mJ_cm2,distance_cm,temp_c,initial_cfu_log,D90_mJ_cm2,spectral_410nm,spectral_435nm,spectral_500nm,spectral_560nm,spectral_585nm,spectral_630nm,target_log_reduction
0.3625,221.266,80.198,8.963,4.45,3.771,2.992,859.55,784.53,867.2,792.7,791.94,767.69,3.771
1.8815,587.43,1105.256,16.837,29.84,3.711,3.688,817.68,956.17,844.41,786.43,806.69,714.63,3.711
1.9083,252.732,482.292,7.206,18.13,6.757,6.429,992.06,917.65,1059.82,947.15,887.35,823.33,6.757
1.8306,301.416,551.767,14.79,16.31,7.626,8.071,977.64,942.58,1018.44,916.78,918.38,804.81,7.626
0.7466,546.003,407.655,10.227,28.82,6.675,1.901,1031.58,1047.17,922.45,853.7,819.7,736.03,6.675
0.0408,430.498,17.547,8.734,8.05,5.633,1.254,995.16,918.81,924.59,783.88,873.92,1007.83,5.633
1.8574,349.451,649.054,29.043,8.92,3.456,10.85,804.15,874.04,986.14,823.58,776.64,724.12,3.425
0.8621,478.784,412.753,5.642,25.01,5.154,4.557,899.26,1057.96,916.55,912.42,876.66,815.59,5.154
1.9336,518.688,1002.957,23.832,10.78,3.401,5.632,911.65,963.67,892.07,810.2,777.53,761.72,3.401
1.9276,274.404,528.943,29.541,24.78,6.848,3.27,919.8,966.55,938.86,968.45,871.93,912.73,6.848
1.7075,285.327,487.193,1.577,11.06,4.322,6.225,942.17,912.75,883.02,946.27,762.9,806.81,4.322
0.596,231.938,138.224,21.272,4.86,7.002,7.4,929.46,994.22,905.02,1074.12,806.33,1011.96,7.002
0.7763,580.04,450.311,8.334,17.44,4.29,5.749,946.26,880.33,838.38,798.41,783.12,799.82,4.29
1.7038,418.451,712.941,2.174,9.11,6.945,9.352,1045.71,1062.29,975.85,999.36,957.23,845.3,6.945
0.6407,50.392,32.285,12.684,23.7,4.0,4.183,894.24,852.67,808.38,815.53,762.73,794.86,4.0
0.3473,517.844,179.842,28.121,20.67,4.641,4.343,866.2,923.93,796.19,942.32,767.9,781.87,4.628
1.118,288.596,322.66,1.341,28.01,5.693,5.579,952.16,932.67,961.24,978.39,882.52,856.46,5.673
1.8729,41.718,78.136,18.049,24.36,2.422,6.162,914.88,864.56,783.25,686.25,688.11,747.49,2.422
1.3951,330.055,460.46,15.54,8.7,7.689,5.57,998.29,1060.72,973.76,1095.17,920.68,820.98,7.689
1.1444,250.59,286.781,26.328,24.8,5.442,1.789,960.17,904.6,826.11,947.29,833.14,845.12,5.396
0.2034,526.711,107.123,3.436,20.69,5.047,5.781,933.78,889.28,803.76,918.91,792.51,886.17,5.025
1.2339,122.795,151.512,20.764,21.39,7.036,4.065,1094.94,1028.68,992.28,925.45,858.19,809.55,7.036
1.9802,495.966,982.115,20.723,25.64,7.195,3.548,939.44,1049.72,936.69,940.02,919.39,841.27,7.136
0.2888,334.834,96.689,20.403,18.92,5.134,5.081,1052.79,822.71,918.45,842.02,824.29,805.76,5.015
1.0415,33.239,34.617,28.328,16.12,7.564,2.596,971.84,1026.35,926.77,963.81,831.77,978.32,7.451
1.756,583.121,1023.945,24.87,20.55,2.388,2.162,971.28,879.15,795.79,814.01,804.48,730.63,2.25
1.4841,307.813,456.834,2.217,11.75,2.679,0.8,863.82,873.44,873.12,824.15,716.59,763.16,2.575
1.3971,174.881,244.319,14.661,8.75,5.581,9.368,939.36,964.38,906.5,894.38,862.57,819.74,5.486
1.4079,281.909,396.912,12.541,20.03,4.124,6.389,935.63,966.98,867.27,807.36,806.29,792.48,4.124
0.7254,514.786,373.419,9.994,10.08,4.785,4.708,959.06,900.09,873.97,934.26,854.25,747.35,4.782
0.5942,183.289,108.919,14.089,6.08,3.968,3.332,843.22,928.72,829.72,793.69,808.06,868.8,3.939
1.6206,116.009,188.008,12.142,4.01,4.428,0.8,946.23,920.19,901.45,838.12,760.95,837.74,4.313
1.6221,77.878,126.328,13.538,19.82,6.936,3.179,1001.96,907.11,891.64,979.61,1023.25,870.69,6.924
1.7355,179.067,310.766,29.399,13.42,5.561,6.79,1000.65,931.0,918.62,848.02,802.37,815.78,5.422
1.8273,468.139,855.453,3.57,23.56,7.984,7.355,1022.52,1064.62,1005.99,1014.18,893.33,926.04,7.955
1.0276,283.24,291.049,27.745,13.75,6.721,6.606,941.73,1058.2,977.3,929.27,870.37,975.62,6.721
1.008,136.875,137.973,14.927,16.64,3.642,5.396,864.98,842.94,848.13,807.59,838.36,829.39,3.642
1.5986,100.128,160.065,19.089,14.58,3.586,8.26,908.25,872.74,912.04,816.49,701.86,755.35,3.569
1.3034,199.971,260.648,25.075,20.91,4.015,4.179,929.12,908.62,939.83,790.04,796.29,790.51,4.015
1.4069,563.985,793.478,11.453,13.26,7.06,7.713,991.3,1128.36,1011.79,1019.95,836.48,874.05,7.018
1.5936,206.145,328.518,13.482,29.06,2.164,4.039,891.84,827.03,761.69,768.1,735.22,598.43,2.1
1.7811,592.88,1055.986,12.876,28.34,3.381,2.797,944.02,809.84,765.89,895.17,836.66,730.53,3.381
0.6826,291.396,198.91,11.867,26.05,7.43,2.486,1120.24,994.75,915.45,923.78,906.48,867.73,7.338
0.7574,107.909,81.731,27.84,27.93,5.839,2.339,898.93,957.75,834.91,931.89,876.23,795.32,5.811
0.197,534.738,105.356,25.039,15.68,3.361,6.648,743.17,803.1,822.62,845.57,675.09,849.1,3.361
1.1608,276.483,320.935,4.161,17.95,3.315,3.143,965.37,826.03,864.23,812.75,783.91,674.03,3.24
0.0815,425.948,34.725,4.136,23.29,7.176,2.417,937.67,992.6,958.42,885.22,819.76,818.77,7.176
0.9365,590.235,552.779,13.408,22.1,7.363,6.784,945.65,938.38,1021.74,805.48,1010.55,917.73,7.338
1.0899,30.58,33.328,3.861,27.16,3.537,5.82,896.55,834.75,744.47,928.21,760.92,770.76,3.537
0.5802,58.468,33.924,18.954,22.62,4.523,7.406,904.95,826.83,858.31,833.03,780.67,790.32,4.523
1.1858,432.414,512.738,5.167,29.95,7.008,6.281,1041.62,1002.95,970.02,1083.59,874.18,915.37,6.988
0.0707,169.454,11.98,16.149,13.06,6.626,3.117,975.34,944.03,969.79,893.09,890.93,853.18,6.621
0.0843,110.989,9.359,1.209,25.66,6.883,5.19,998.78,968.49,956.91,975.96,901.52,953.28,5.696
1.647,24.097,39.688,10.181,22.14,5.11,5.313,955.04,863.97,895.82,869.3,758.16,700.3,5.11
0.7268,13.597,9.882,20.639,21.98,7.469,2.702,987.42,918.44,996.33,982.51,980.07,836.42,7.371
0.2629,464.804,122.174,15.037,12.47,3.956,2.238,883.31,924.05,878.23,826.14,861.82,916.09,3.956
1.0493,81.093,85.088,29.37,24.43,2.94,3.298,910.88,862.64,801.18,796.41,824.33,764.32,2.94
1.5423,280.899,433.226,26.349,27.41,6.252,10.091,1092.7,1079.09,1011.37,863.85,885.14,853.63,6.189
0.4395,363.735,159.856,11.413,9.68,5.236,3.968,1001.53,961.5,884.19,932.43,836.27,774.03,5.236
1.2496,257.297,321.506,2.319,20.26,7.128,8.082,949.0,1075.06,912.27,868.72,831.92,913.93,7.101
0.1798,16.75,3.012,25.523,14.2,2.487,3.828,915.59,873.3,793.1,756.2,714.67,698.24,1.29
0.1128,470.209,53.062,27.426,29.73,7.062,7.222,1086.76,995.85,923.88,875.37,974.49,764.12,7.042
1.0674,6.803,7.261,24.798,16.45,3.76,7.256,910.87,872.72,875.89,773.77,804.54,803.28,2.299
1.0859,457.253,496.515,4.711,9.94,5.929,7.381,958.11,896.11,807.79,926.85,793.07,889.3,5.929
1.2785,536.036,685.314,29.94,13.93,2.241,5.97,863.66,849.27,776.12,728.74,723.78,785.84,2.192
1.4549,259.988,378.262,8.499,21.0,5.657,8.443,1009.12,953.74,900.6,779.14,915.73,821.79,5.634
1.9519,321.558,627.663,22.002,5.98,6.304,5.946,942.33,974.24,915.87,902.14,902.98,805.67,6.304
1.0374,286.452,297.176,27.333,19.69,4.213,9.284,795.05,924.72,884.09,719.62,862.45,807.17,4.213
0.6527,233.831,152.617,7.835,28.21,3.292,0.95,855.62,845.49,892.32,822.48,705.13,704.19,3.292
1.5924,532.511,847.981,27.339,26.11,5.226,5.871,890.45,933.66,906.33,900.46,842.11,890.49,5.226
0.549,536.413,294.467,9.975,5.76,6.999,5.708,1012.72,1013.06,933.52,930.42,977.28,856.7,6.999
0.8836,201.822,178.32,29.316,29.83,3.941,2.659,892.93,907.02,894.74,879.3,701.25,746.11,3.907
0.1661,369.234,61.34,9.157,22.17,3.515,6.449,891.73,869.64,862.28,732.48,905.19,769.26,3.514
0.0604,556.181,33.62,28.65,8.22,3.674,1.275,910.4,927.57,924.92,791.18,796.38,801.19,3.674
1.9257,577.254,1111.601,2.553,4.32,7.695,3.365,1070.3,985.22,1030.46,969.24,943.34,905.02,7.685
1.6736,305.621,511.487,21.569,8.45,4.156,0.8,870.13,754.98,887.63,803.3,769.32,911.4,4.156
1.395,271.968,379.393,16.431,25.79,2.022,8.897,781.98,812.23,783.07,712.98,692.71,683.56,1.955
0.8238,167.577,138.053,14.858,4.56,6.69,4.421,1035.45,1105.55,982.01,963.85,894.36,976.92,6.642
0.3549,575.344,204.164,7.481,10.06,6.196,10.417,961.81,855.86,933.52,955.91,835.91,716.29,6.137
0.3213,86.117,27.67,21.462,23.69,2.771,7.007,881.72,829.85,798.11,741.52,735.83,785.06,2.673
0.508,348.108,176.833,6.533,19.24,7.909,6.12,960.63,1081.47,975.75,838.29,859.43,780.13,7.909
1.103,169.889,187.381,17.032,24.35,5.648,3.534,923.49,955.74,997.51,1003.91,896.38,766.25,5.648
1.432,167.765,240.248,8.344,23.4,5.005,2.384,905.97,928.07,911.45,851.11,691.71,752.02,4.919
1.3238,243.279,322.051,28.713,5.32,4.293,6.307,774.38,954.71,806.89,830.27,829.04,734.08,4.293
0.5671,599.276,339.831,1.83,27.21,7.392,4.821,1079.37,939.94,995.73,903.45,846.39,830.55,7.361
1.9102,33.452,63.9,6.792,9.9,3.464,1.652,829.03,837.6,791.82,795.02,792.55,918.75,3.409
1.4784,347.336,513.506,8.027,18.39,3.715,1.208,896.3,925.88,836.19,878.96,910.47,739.5,3.596
1.1132,50.002,55.66,13.008,20.75,2.734,2.603,893.74,814.43,866.38,710.58,840.5,686.46,2.734
1.2273,93.135,114.307,7.749,8.38,6.555,9.552,985.11,1011.37,932.32,861.97,845.23,871.49,6.446
0.845,264.018,223.096,15.249,29.38,5.573,10.533,1052.23,1017.14,883.0,938.7,814.55,846.44,5.569
0.503,306.521,154.175,26.302,16.69,5.654,5.512,1036.73,892.39,915.51,910.89,829.94,940.92,5.579
0.7184,155.646,111.814,21.65,5.5,3.311,5.372,870.91,887.19,797.34,826.67,779.24,734.45,3.311
1.5181,190.216,288.77,17.819,28.37,5.907,4.159,940.71,998.59,861.32,935.78,939.77,703.15,5.88
0.0386,52.637,2.034,3.581,19.24,6.593,2.664,1046.19,948.99,908.06,918.05,829.39,826.92,3.51
0.241,182.28,43.927,21.126,22.18,4.147,8.438,909.56,943.04,821.02,794.56,883.69,737.8,4.117
0.1015,579.952,58.891,5.826,17.65,6.808,9.684,1073.63,1055.33,909.97,907.18,920.63,796.93,6.808
0.0911,566.852,51.612,23.805,25.7,4.093,2.766,840.6,860.83,784.15,900.73,895.41,755.26,4.093
1.7124,201.26,344.63,8.252,4.86,6.549,4.793,1041.09,983.82,1006.11,853.28,869.48,798.64,6.545
1.4103,342.727,483.341,13.094,10.98,2.202,3.875,771.09,831.78,722.84,750.3,699.01,744.73,2.161
0.9536,545.802,520.48,11.164,16.21,5.307,3.949,939.21,992.29,820.54,885.37,894.61,732.47,5.181
0.2047,4.207,0.861,25.906,5.99,7.817,7.965,1066.46,941.69,984.33,1069.94,891.03,925.98,0.712
0.9883,486.505,480.82,4.67,22.35,7.887,1.72,1074.73,1052.04,1005.96,923.76,806.85,983.83,7.887
0.9522,569.048,541.852,17.404,14.24,3.691,6.166,822.91,790.99,851.92,898.49,773.63,796.77,3.666
0.3547,55.25,19.596,5.12,11.09,4.648,6.821,908.31,861.64,830.81,875.31,748.37,858.6,4.333
0.8734,97.288,84.968,21.439,4.09,2.378,4.645,860.72,828.54,817.92,812.29,725.09,738.68,2.265
0.803,576.467,462.917,27.247,22.72,7.24,7.233,990.64,1000.96,835.78,854.33,954.5,806.88,7.102
1.2355,322.755,398.778,13.604,25.68,5.411,5.369,980.69,894.54,901.19,869.06,831.65,850.16,5.355
1.2738,9.011,11.478,15.155,14.27,4.311,8.043,903.06,880.46,890.0,934.24,801.99,764.2,3.347
0.1002,154.95,15.519,27.895,18.67,2.677,1.194,860.61,817.73,824.31,728.41,799.71,706.7,2.632
0.7555,270.241,204.162,16.109,9.92,7.681,4.128,1058.07,913.43,1079.66,972.54,789.86,849.48,7.681
1.2555,415.899,522.145,15.14,20.18,5.181,4.82,968.74,867.14,790.85,909.25,904.83,856.01,5.133
1.0112,440.03,444.976,17.772,4.32,3.698,0.8,825.16,998.83,767.48,807.6,812.55,772.14,3.698
1.7144,597.255,1023.943,20.988,16.7,4.101,2.285,876.32,909.73,905.45,879.9,793.62,942.41,4.073
1.3208,172.863,228.317,4.1,20.75,3.624,2.966,851.33,776.83,869.6,840.48,772.38,848.9,3.526
0.3342,323.163,108.014,24.812,27.87,5.611,7.371,930.38,862.34,877.29,869.8,890.84,803.15,5.589
0.1504,320.227,48.172,13.63,13.91,7.58,3.233,1027.43,1030.17,969.46,1025.13,989.12,865.03,7.58
1.2884,243.684,313.966,3.098,23.89,7.14,2.955,918.04,986.71,879.67,862.9,870.05,1036.95,7.14
0.0628,101.913,6.396,23.799,19.54,4.762,7.044,861.05,867.44,950.45,812.81,808.64,770.35,2.88
1.1757,586.485,689.527,11.932,28.1,6.959,0.955,1034.86,1145.87,1038.87,1022.01,906.06,905.6,6.948
1.8811,512.064,963.222,3.911,14.36,4.539,0.8,914.43,1002.75,756.82,880.37,685.56,802.96,4.539
1.1552,299.251,345.692,19.38,12.3,3.514,4.096,941.97,874.95,738.86,730.66,773.87,665.53,3.514
0.7825,362.146,283.364,26.524,27.07,7.9,1.381,1065.53,1071.11,955.61,1043.17,938.19,767.93,7.897
1.2901,136.743,176.418,26.745,5.28,3.823,1.476,818.64,875.07,799.95,698.17,792.65,835.85,3.823
0.9219,326.5,301.008,28.772,7.55,3.942,6.434,930.3,908.68,777.05,833.53,763.44,704.31,3.942
1.0958,417.135,457.087,26.163,6.14,7.938,7.19,983.42,1008.89,952.38,971.13,946.79,900.48,7.913
1.8835,309.343,582.651,1.062,25.92,2.804,6.972,929.62,919.82,799.01,760.93,767.95,636.63,2.708
0.7783,594.176,462.473,12.027,4.28,6.563,7.772,976.16,926.87,851.77,864.37,871.76,827.65,6.526
1.9228,366.999,705.655,24.738,26.4,7.615,8.103,1019.73,1038.78,886.49,911.49,846.01,926.49,7.615
1.8116,222.899,403.814,11.621,15.73,5.071,0.8,989.55,904.19,931.07,853.78,932.51,644.86,5.068
0.3996,463.405,185.188,18.445,4.1,2.015,6.126,865.62,823.13,792.3,840.07,714.91,724.71,2.015
0.148,102.692,15.201,18.583,14.44,4.25,3.676,978.09,979.95,787.69,870.68,871.5,822.3,4.16
0.2105,231.017,48.64,11.586,8.86,2.669,3.131,902.94,800.71,736.65,821.99,743.45,730.96,2.585
0.0463,208.502,9.646,27.23,20.23,4.497,6.401,973.68,830.99,842.24,786.11,833.22,728.58,3.481
0.1979,259.368,51.34,15.594,21.66,6.74,0.8,1022.1,959.83,965.98,929.44,902.22,851.95,6.658
1.3692,469.177,642.389,14.479,16.68,4.632,0.8,938.34,835.07,872.47,740.82,920.88,760.94,4.545
0.1517,290.762,44.098,29.928,5.05,4.592,6.584,977.61,957.05,929.19,821.45,840.94,931.87,4.592
0.6448,476.512,307.236,15.312,21.06,5.341,6.219,967.27,932.39,862.79,845.5,832.75,837.13,5.307
1.6913,346.105,585.368,6.174,25.89,5.49,5.342,1104.88,928.87,844.77,897.78,842.89,799.64,5.431
0.0563,205.571,11.576,15.879,22.73,7.138,2.8,1098.65,1112.85,993.29,933.95,1059.06,885.86,7.138
1.6308,486.082,792.699,24.606,25.58,3.85,6.86,878.25,869.18,882.85,785.56,815.06,780.75,3.85
0.5709,143.355,81.84,23.529,9.21,6.93,6.701,1064.91,947.34,942.69,932.6,812.8,870.83,6.9
0.2451,135.018,33.099,23.869,27.11,5.396,5.213,897.29,932.09,931.08,879.19,803.26,866.25,5.396
1.3965,302.95,423.071,21.533,12.38,3.803,2.057,891.22,912.18,801.95,749.46,748.02,859.85,3.784
1.2616,156.879,197.918,8.372,4.35,3.771,3.937,931.14,804.83,779.55,796.44,850.17,687.13,3.715
1.7562,5.948,10.445,26.0,25.93,4.167,7.095,930.43,865.51,705.46,779.82,734.41,834.25,3.249
1.4728,389.154,573.143,26.91,28.49,5.736,8.318,880.02,994.96,917.92,950.06,821.76,785.27,5.71
1.6089,306.901,493.781,6.63,21.04,3.385,4.184,891.16,1010.22,855.53,834.66,785.83,736.88,3.385
0.5712,267.588,152.859,4.783,10.02,7.522,4.376,999.49,1064.57,939.45,905.29,874.6,883.16,7.522
0.3631,580.198,210.672,29.293,10.55,5.449,4.596,960.29,976.94,869.57,816.67,849.54,856.47,5.449
1.5037,342.934,515.678,26.181,16.13,7.52,5.687,1026.94,1033.79,1076.34,839.59,925.08,899.66,7.476
1.6156,518.127,837.087,26.904,27.34,2.278,3.547,859.9,774.28,777.79,721.82,740.9,739.91,2.278
1.9811,84.1,166.612,26.705,7.89,4.056,0.8,906.96,922.94,915.7,790.33,766.72,668.71,3.965
0.8311,341.739,284.023,16.709,25.48,2.137,7.982,858.82,916.14,831.17,712.7,759.83,764.58,2.137
0.7503,520.854,390.805,19.746,11.57,3.634,9.487,833.46,873.31,837.03,909.77,757.49,834.04,3.634
1.5551,350.072,544.383,16.816,25.02,7.172,3.469,929.0,1014.11,1039.58,984.46,911.68,875.61,7.172
0.6882,430.949,296.579,2.485,27.93,2.22,2.333,822.29,795.33,828.18,740.59,691.81,709.06,2.196
1.8622,223.54,416.278,22.62,15.11,4.617,4.657,876.9,927.11,835.12,900.05,791.14,765.21,4.617
1.7182,55.923,96.09,15.655,13.49,2.705,4.531,879.12,855.12,884.37,689.55,713.97,757.19,2.633
0.8637,275.011,237.527,19.784,24.86,4.501,7.489,911.94,832.72,999.7,753.87,835.93,861.28,4.501
1.5042,236.99,356.489,15.577,17.77,7.033,5.137,1012.79,1009.28,922.13,960.68,869.9,970.99,6.951
1.5115,520.303,786.458,15.263,21.8,5.738,3.018,1049.41,878.15,926.83,969.33,932.09,860.89,5.738
0.2152,146.775,31.588,5.982,20.19,6.421,1.704,992.63,922.36,922.67,766.33,909.2,893.73,6.421
1.8061,580.057,1047.63,9.083,7.98,4.095,7.164,914.68,950.41,806.0,848.29,796.23,625.48,4.095
1.0155,574.904,583.787,5.607,25.96,7.666,6.499,1052.76,986.7,939.72,1031.18,908.53,825.78,7.627
1.6547,148.955,246.469,6.674,9.09,6.256,7.651,1009.67,987.86,977.05,899.03,847.08,852.62,6.256
0.6469,209.157,135.303,29.216,28.24,4.531,2.58,819.38,956.04,738.23,892.68,786.47,720.65,4.531
1.7921,537.386,963.044,5.44,10.51,4.559,9.596,890.97,868.75,860.04,882.26,908.93,704.33,4.559
0.7845,579.99,455.009,8.809,23.08,7.512,0.8,989.53,972.71,927.0,981.69,922.64,800.67,7.442
0.0316,266.342,8.408,18.127,11.4,5.458,6.774,940.7,898.94,970.55,829.82,981.72,958.98,3.836
1.8117,192.938,349.547,18.695,12.26,6.238,0.8,1013.54,941.47,905.9,965.76,805.82,735.68,6.238
0.1917,315.893,60.544,5.465,12.06,4.502,3.024,921.09,924.42,817.26,871.71,822.23,757.92,4.482
0.6454,412.818,266.447,24.018,23.45,3.342,8.903,818.73,941.96,901.68,815.72,788.42,755.55,3.334
1.9006,164.448,312.554,23.771,18.48,6.341,7.078,982.12,1016.17,941.32,885.25,878.41,774.1,6.341
1.9017,442.016,840.585,7.882,26.96,5.647,3.634,983.93,882.89,941.09,828.0,749.67,856.55,5.421
1.1511,31.469,36.225,9.371,11.99,5.008,3.703,1025.6,942.6,883.17,755.69,727.45,872.14,4.96
1.2674,30.052,38.087,28.202,21.99,5.744,5.252,982.68,880.36,835.25,883.1,842.18,752.19,5.601
0.9024,232.079,209.43,24.944,23.58,3.25,6.285,877.05,858.34,831.71,703.96,740.78,759.68,3.154
0.5935,212.407,126.061,21.236,7.94,6.764,8.129,1017.9,1052.31,944.41,823.66,946.52,839.2,6.764
0.664,189.722,125.984,3.385,14.42,7.689,3.859,970.12,924.41,976.15,902.58,902.25,846.39,7.689
1.3483,294.866,397.572,13.13,16.55,7.347,0.971,1001.93,1038.93,992.97,944.14,925.8,822.92,7.347
1.5072,192.78,290.563,17.22,13.25,3.929,5.392,913.11,930.28,827.52,756.32,821.65,820.89,3.922
1.5852,115.759,183.505,6.435,12.37,4.436,3.856,931.29,1012.77,934.24,800.57,809.67,757.91,4.436
1.5813,186.027,294.172,13.999,21.85,6.85,1.748,1033.02,952.34,939.27,950.49,987.53,741.99,6.709
0.1915,584.955,112.019,18.43,9.61,5.571,5.744,1054.62,940.26,816.12,813.23,889.58,902.09,5.571
0.9939,246.962,245.455,10.494,22.44,5.287,4.467,942.08,1009.73,916.01,804.68,850.8,810.09,5.222
0.1245,267.105,33.266,23.647,28.31,7.56,5.766,1065.61,1037.68,1004.39,996.05,934.75,814.77,7.494
1.1036,346.139,381.986,25.373,18.7,5.216,2.764,922.26,896.56,914.49,832.7,904.45,792.17,5.216
0.8886,590.013,524.312,10.385,19.9,5.09,6.217,825.54,859.03,810.06,869.64,810.2,785.06,5.09
1.7765,145.34,258.201,25.321,5.79,2.252,1.707,816.96,859.14,816.26,764.91,671.24,828.12,2.252
0.7083,408.929,289.653,4.004,26.48,2.417,2.931,814.92,878.77,735.3,806.32,774.61,736.79,2.307
0.243,429.733,104.409,25.294,11.42,2.045,4.393,787.65,834.35,802.13,800.68,811.22,741.41,2.045
0.2946,364.591,107.392,5.43,19.99,7.479,9.355,1042.1,938.09,950.28,929.39,803.9,912.93,7.479
1.5254,53.603,81.766,3.405,29.46,4.45,6.962,956.97,860.91,840.25,754.6,778.78,883.29,4.408
1.2403,406.285,503.896,19.611,19.48,4.811,7.693,976.08,949.9,844.57,857.8,795.04,816.23,4.811
0.2112,38.925,8.222,14.686,22.84,7.072,8.543,1080.03,1065.71,941.73,918.21,855.24,961.72,4.301
0.1774,357.888,63.479,27.329,15.58,5.655,14.007,1006.65,975.27,978.91,920.88,848.39,831.92,5.595
1.4049,443.879,623.618,11.532,5.57,5.657,5.104,877.15,985.99,818.97,839.11,785.22,789.46,5.657
0.1548,126.976,19.656,9.327,24.74,3.779,8.551,899.0,810.37,809.25,812.6,759.85,780.76,3.345
1.6455,505.052,831.064,15.521,4.91,7.003,7.532,1038.0,1034.27,1034.0,809.93,991.09,844.04,7.003
1.4154,18.697,26.464,14.222,22.22,2.995,7.49,857.87,780.81,787.52,823.01,605.03,715.64,2.995
0.1719,506.366,87.036,10.988,4.6,2.319,9.436,870.2,839.33,819.31,828.43,686.08,701.91,2.319
0.1788,276.467,49.44,21.118,26.42,3.15,3.952,993.32,875.07,759.79,774.02,839.48,818.27,3.107
1.9734,130.944,258.407,23.027,8.1,3.606,3.753,984.08,844.83,774.24,811.23,771.84,661.07,3.545
0.7548,80.7,60.912,25.737,17.37,3.694,5.799,873.34,891.78,768.84,776.32,656.05,838.14,3.694
0.7476,572.008,427.62,29.213,19.53,6.023,4.543,1011.54,930.68,836.74,848.43,882.31,754.85,6.023
1.6275,44.063,71.711,8.733,15.9,3.307,5.796,838.45,900.8,860.53,826.04,771.03,801.98,3.307
1.895,119.857,227.131,21.767,12.86,6.06,8.907,1085.14,953.48,925.68,885.64,918.73,819.95,6.057
1.9721,209.019,412.216,12.433,16.16,2.547,3.805,777.82,819.46,721.42,808.98,772.47,648.42,2.547
1.5092,372.331,561.93,20.635,12.1,2.883,4.238,886.2,893.6,761.99,784.52,820.42,827.89,2.879
0.7588,327.108,248.196,14.803,15.39,5.053,5.436,1000.0,889.81,887.07,887.93,816.08,656.6,4.982
0.1762,75.823,13.358,29.819,13.33,7.531,4.429,1004.19,982.33,996.31,918.7,904.49,932.19,7.252
1.5565,174.192,271.134,22.138,18.72,7.157,0.8,1073.72,1094.27,1032.43,987.32,918.83,904.25,7.157
1.1212,143.632,161.043,28.622,10.19,7.813,3.55,961.21,1006.89,968.93,1019.31,994.25,930.68,7.731
0.8542,128.519,109.781,25.214,29.71,5.903,6.718,910.27,893.02,897.84,764.93,914.86,869.8,5.82
1.8136,246.981,447.936,27.184,17.02,6.055,8.594,941.19,944.29,904.53,914.54,885.39,876.8,6.055
0.2313,422.567,97.733,24.618,9.05,5.75,2.113,968.38,996.88,852.17,882.5,965.82,894.22,5.75
0.9903,130.863,129.597,14.316,16.4,5.737,2.102,1066.1,901.61,875.66,823.28,909.94,904.35,5.646
0.0326,220.324,7.181,8.302,26.53,2.883,5.076,745.02,772.2,875.61,799.28,865.76,776.77,2.2
0.9426,234.855,221.382,11.739,4.57,5.262,0.8,1056.02,892.68,913.74,903.72,790.44,792.24,5.215
0.122,585.886,71.504,1.587,21.67,4.316,3.888,865.26,930.21,872.29,716.86,788.94,792.13,4.316
0.2464,572.822,141.171,16.196,18.25,4.655,0.8,947.16,935.63,867.58,759.4,943.0,811.98,4.591
0.2439,480.182,117.106,15.647,8.41,5.142,8.423,842.26,852.88,850.2,945.11,787.47,799.98,5.142
1.3019,145.375,189.267,16.232,25.25,2.77,3.077,979.28,848.67,823.74,792.52,788.79,901.49,2.758
1.4946,41.288,61.711,29.247,13.59,4.157,9.132,892.07,725.55,854.85,872.05,887.94,798.81,4.077
1.1709,190.484,223.038,27.432,11.64,2.381,7.784,874.73,838.48,857.56,710.47,862.49,719.1,2.381
1.9247,160.443,308.809,5.69,25.53,7.878,3.384,1122.59,991.69,962.65,917.7,833.0,848.86,7.723
0.756,303.803,229.672,11.698,20.6,2.711,2.32,901.84,939.98,770.95,860.56,758.69,718.88,2.666
0.5786,466.748,270.045,13.295,27.35,3.551,4.516,887.68,742.91,784.62,814.8,832.21,912.97,3.551
1.7385,515.065,895.446,11.455,20.38,7.348,4.738,995.67,996.75,954.67,940.67,965.51,873.49,7.206
0.455,506.996,230.661,24.156,23.26,4.896,5.865,890.31,863.39,736.58,760.55,807.84,844.4,4.691
1.9268,216.125,416.433,16.197,25.75,2.814,3.059,904.67,836.96,850.35,867.2,779.73,775.97,2.627
0.0342,412.497,14.102,17.591,5.42,4.305,6.866,898.78,766.73,878.37,841.26,803.28,838.23,3.859
1.9401,188.044,364.817,25.737,24.18,2.695,5.663,920.23,934.01,824.56,741.02,747.0,747.78,2.689
